Name,ReadName,ReadLength,AlignmentLength,Identity,I_Begin
rhodobacter_sphaeroides,SRR072233.1369229,456nt,456,99.56,521174
rhodobacter_sphaeroides,SRR072233.1369251,489nt,455,99.12,706140
rhodobacter_sphaeroides,SRR072233.1369251,489nt,40,95.00,253745
rhodobacter_sphaeroides,SRR072233.1369292,491nt,386,98.97,629731
rhodobacter_sphaeroides,SRR072233.1369294,503nt,456,98.03,1831524
rhodobacter_sphaeroides,SRR072233.1369299,594nt,440,97.75,558692
rhodobacter_sphaeroides,SRR072233.1369336,475nt,431,97.45,84727
rhodobacter_sphaeroides,SRR072233.1369381,531nt,211,96.68,160773
rhodobacter_sphaeroides,SRR072233.1369404,565nt,446,98.88,905076
rhodobacter_sphaeroides,SRR072233.1369415,537nt,356,99.16,798079
rhodobacter_sphaeroides,SRR072233.1369433,580nt,155,91.03,3950
rhodobacter_sphaeroides,SRR072233.1369433,580nt,155,91.03,3952
rhodobacter_sphaeroides,SRR072233.1369433,580nt,155,91.03,37625
rhodobacter_sphaeroides,SRR072233.1369493,508nt,472,98.31,1445575
rhodobacter_sphaeroides,SRR072233.1369499,512nt,489,97.36,355974
rhodobacter_sphaeroides,SRR072233.1369505,484nt,157,99.36,498632
rhodobacter_sphaeroides,SRR072233.1369546,453nt,448,97.56,50907
rhodobacter_sphaeroides,SRR072233.1369560,528nt,328,99.39,327981
rhodobacter_sphaeroides,SRR072233.1369592,503nt,327,98.78,3106246
rhodobacter_sphaeroides,SRR072233.1369604,494nt,43,97.67,2974817
rhodobacter_sphaeroides,SRR072233.1369619,519nt,405,98.53,1391302
rhodobacter_sphaeroides,SRR072233.1369721,507nt,469,98.94,48447
rhodobacter_sphaeroides,SRR072233.1369754,526nt,363,99.45,2920630
rhodobacter_sphaeroides,SRR072233.1369815,509nt,427,97.91,955090
rhodobacter_sphaeroides,SRR072233.1369825,496nt,400,98.01,664131
rhodobacter_sphaeroides,SRR072233.1369937,512nt,442,98.42,3088045
rhodobacter_sphaeroides,SRR072233.1369969,516nt,373,98.66,1549802
rhodobacter_sphaeroides,SRR072233.1370036,515nt,508,97.08,1040896
rhodobacter_sphaeroides,SRR072233.1370060,539nt,289,98.62,149582
rhodobacter_sphaeroides,SRR072233.1370078,685nt,256,99.22,1052244
rhodobacter_sphaeroides,SRR072233.1370135,521nt,345,98.26,265212
rhodobacter_sphaeroides,SRR072233.1370178,688nt,377,99.73,3049985
rhodobacter_sphaeroides,SRR072233.1370207,509nt,407,98.53,950388
rhodobacter_sphaeroides,SRR072233.1370266,534nt,340,98.53,1435381
rhodobacter_sphaeroides,SRR072233.1370266,534nt,332,98.80,83
rhodobacter_sphaeroides,SRR072233.1370266,534nt,340,98.53,372718
rhodobacter_sphaeroides,SRR072233.1370266,534nt,340,98.53,1046
rhodobacter_sphaeroides,SRR072233.1370266,534nt,340,98.53,91115
rhodobacter_sphaeroides,SRR072233.1370307,491nt,451,97.80,219345
rhodobacter_sphaeroides,SRR072233.1370345,501nt,433,95.39,101073
rhodobacter_sphaeroides,SRR072233.1370349,507nt,320,99.38,2790906
rhodobacter_sphaeroides,SRR072233.1370362,631nt,120,98.36,2734686
rhodobacter_sphaeroides,SRR072233.1370512,523nt,523,97.92,582563
rhodobacter_sphaeroides,SRR072233.1370521,686nt,320,99.06,932766
rhodobacter_sphaeroides,SRR072233.1370534,428nt,359,99.44,2697462
rhodobacter_sphaeroides,SRR072233.1370564,498nt,495,95.38,37772
rhodobacter_sphaeroides,SRR072233.1370577,485nt,485,99.79,175596
rhodobacter_sphaeroides,SRR072233.1370598,577nt,370,99.19,80853
rhodobacter_sphaeroides,SRR072233.1370613,487nt,444,99.32,753341
rhodobacter_sphaeroides,SRR072233.1370652,499nt,390,97.18,360221
rhodobacter_sphaeroides,SRR072233.1370679,518nt,396,99.25,43676
rhodobacter_sphaeroides,SRR072233.1370679,518nt,396,98.74,78768
rhodobacter_sphaeroides,SRR072233.1370687,525nt,209,98.10,1929098
rhodobacter_sphaeroides,SRR072233.1370741,555nt,470,98.09,288595
rhodobacter_sphaeroides,SRR072233.1370741,555nt,382,99.48,307272
rhodobacter_sphaeroides,SRR072233.1370761,528nt,527,98.68,2298928
rhodobacter_sphaeroides,SRR072233.1370804,501nt,358,99.16,663979
rhodobacter_sphaeroides,SRR072233.1370838,483nt,50,90.20,60998
rhodobacter_sphaeroides,SRR072233.1370858,487nt,444,99.78,1081669
rhodobacter_sphaeroides,SRR072233.1370879,493nt,489,99.39,1137979
rhodobacter_sphaeroides,SRR072233.1370888,496nt,42,90.48,384708
rhodobacter_sphaeroides,SRR072233.1370891,539nt,262,98.47,1938657
rhodobacter_sphaeroides,SRR072233.1370895,545nt,210,96.70,65076
rhodobacter_sphaeroides,SRR072233.1370901,576nt,115,97.41,301409
rhodobacter_sphaeroides,SRR072233.1370905,513nt,474,98.95,29012
rhodobacter_sphaeroides,SRR072233.1370910,472nt,364,99.45,271593
rhodobacter_sphaeroides,SRR072233.1370923,542nt,285,96.86,1332681
rhodobacter_sphaeroides,SRR072233.1370928,528nt,518,95.99,189568
rhodobacter_sphaeroides,SRR072233.1370943,488nt,418,98.81,2195278
rhodobacter_sphaeroides,SRR072233.1370943,488nt,48,93.75,1448254
rhodobacter_sphaeroides,SRR072233.1370993,536nt,320,99.06,47654
rhodobacter_sphaeroides,SRR072233.1371028,521nt,499,98.21,363222
rhodobacter_sphaeroides,SRR072233.1371049,514nt,405,98.77,1020266
rhodobacter_sphaeroides,SRR072233.1371076,528nt,441,96.43,1410297
rhodobacter_sphaeroides,SRR072233.1371088,536nt,425,99.29,117914
rhodobacter_sphaeroides,SRR072233.1371090,505nt,429,99.30,1845892
rhodobacter_sphaeroides,SRR072233.1371105,499nt,403,96.81,99955
rhodobacter_sphaeroides,SRR072233.1371126,500nt,467,98.72,50385
rhodobacter_sphaeroides,SRR072233.1371225,462nt,404,100.00,1851164
rhodobacter_sphaeroides,SRR072233.1371242,502nt,131,97.71,16884
rhodobacter_sphaeroides,SRR072233.1371251,518nt,468,98.08,641134
rhodobacter_sphaeroides,SRR072233.1371297,498nt,191,98.95,438177
rhodobacter_sphaeroides,SRR072233.1371309,493nt,399,98.75,72886
rhodobacter_sphaeroides,SRR072233.1371338,554nt,493,97.99,1453580
rhodobacter_sphaeroides,SRR072233.1371361,515nt,479,98.76,495359
rhodobacter_sphaeroides,SRR072233.1371366,555nt,197,97.47,1271417
rhodobacter_sphaeroides,SRR072233.1371483,520nt,304,99.67,1618968
rhodobacter_sphaeroides,SRR072233.1371606,508nt,265,98.50,168895
rhodobacter_sphaeroides,SRR072233.1371659,537nt,336,97.63,1879839
rhodobacter_sphaeroides,SRR072233.1371730,509nt,459,98.04,603076
rhodobacter_sphaeroides,SRR072233.1371764,503nt,321,98.45,6833
rhodobacter_sphaeroides,SRR072233.1371764,503nt,196,96.95,34984
rhodobacter_sphaeroides,SRR072233.1371795,885nt,188,97.87,230900
rhodobacter_sphaeroides,SRR072233.1371795,885nt,187,91.98,895823
rhodobacter_sphaeroides,SRR072233.1371861,533nt,321,98.13,342864
rhodobacter_sphaeroides,SRR072233.1372096,532nt,482,97.94,270360
rhodobacter_sphaeroides,SRR072233.1372096,532nt,46,93.75,1900827
rhodobacter_sphaeroides,SRR072233.1372096,532nt,49,95.92,52961
rhodobacter_sphaeroides,SRR072233.1372096,532nt,49,95.92,2646874
rhodobacter_sphaeroides,SRR072233.1372096,532nt,50,94.00,2513974
rhodobacter_sphaeroides,SRR072233.1372096,532nt,49,90.20,1716124
rhodobacter_sphaeroides,SRR072233.1372096,532nt,56,91.07,2545997
rhodobacter_sphaeroides,SRR072233.1372096,532nt,60,93.33,1545699
rhodobacter_sphaeroides,SRR072233.1372096,532nt,40,97.50,1708447
rhodobacter_sphaeroides,SRR072233.1372096,532nt,50,100.00,2807020
rhodobacter_sphaeroides,SRR072233.1372096,532nt,48,92.00,1129645
rhodobacter_sphaeroides,SRR072233.1372096,532nt,50,98.00,465382
rhodobacter_sphaeroides,SRR072233.1372096,532nt,50,98.00,76207
rhodobacter_sphaeroides,SRR072233.1372096,532nt,48,97.92,874072
rhodobacter_sphaeroides,SRR072233.1372111,510nt,504,99.21,313778
rhodobacter_sphaeroides,SRR072233.1372137,499nt,345,99.13,1227062
rhodobacter_sphaeroides,SRR072233.1372144,499nt,42,100.00,257976
rhodobacter_sphaeroides,SRR072233.1372170,506nt,438,99.54,1175719
rhodobacter_sphaeroides,SRR072233.1372196,1754nt,165,94.01,464565
rhodobacter_sphaeroides,SRR072233.1372200,503nt,422,99.53,72652
rhodobacter_sphaeroides,SRR072233.1372214,529nt,66,90.91,3033674
rhodobacter_sphaeroides,SRR072233.1372232,508nt,504,99.60,629965
rhodobacter_sphaeroides,SRR072233.1372262,533nt,40,92.50,15044
rhodobacter_sphaeroides,SRR072233.1372449,489nt,307,99.68,2117570
rhodobacter_sphaeroides,SRR072233.1372468,641nt,299,96.68,2421
rhodobacter_sphaeroides,SRR072233.1372468,641nt,299,96.68,2423
rhodobacter_sphaeroides,SRR072233.1372468,641nt,299,96.68,36096
rhodobacter_sphaeroides,SRR072233.1372522,565nt,41,90.24,74622
rhodobacter_sphaeroides,SRR072233.1372573,545nt,346,99.13,33147
rhodobacter_sphaeroides,SRR072233.1372573,545nt,250,91.73,942733
rhodobacter_sphaeroides,SRR072233.1372573,545nt,250,91.73,3188239
rhodobacter_sphaeroides,SRR072233.1372580,547nt,441,90.58,2904885
rhodobacter_sphaeroides,SRR072233.1372608,489nt,479,98.33,178556
rhodobacter_sphaeroides,SRR072233.1372629,603nt,302,98.69,933645
rhodobacter_sphaeroides,SRR072233.1372647,522nt,302,98.68,1039583
rhodobacter_sphaeroides,SRR072233.1372651,534nt,255,98.05,2287373
rhodobacter_sphaeroides,SRR072233.1372676,487nt,464,98.71,2342588
rhodobacter_sphaeroides,SRR072233.1372721,515nt,422,99.29,2438433
rhodobacter_sphaeroides,SRR072233.1372751,495nt,464,99.14,643888
rhodobacter_sphaeroides,SRR072233.1372771,489nt,434,99.31,1719660
rhodobacter_sphaeroides,SRR072233.1372830,529nt,314,98.73,1166706
rhodobacter_sphaeroides,SRR072233.1372844,501nt,439,99.09,44853
rhodobacter_sphaeroides,SRR072233.1372847,510nt,502,98.22,484367
rhodobacter_sphaeroides,SRR072233.1372857,503nt,500,98.61,3043847
rhodobacter_sphaeroides,SRR072233.1372882,534nt,45,93.33,3183765
rhodobacter_sphaeroides,SRR072233.1372903,515nt,354,97.76,1929848
rhodobacter_sphaeroides,SRR072233.1372916,500nt,453,98.90,2498924
rhodobacter_sphaeroides,SRR072233.1372917,521nt,42,97.62,2933701
rhodobacter_sphaeroides,SRR072233.1372932,396nt,317,98.74,219031
rhodobacter_sphaeroides,SRR072233.1372937,491nt,448,97.77,551704
rhodobacter_sphaeroides,SRR072233.1372995,507nt,422,98.59,728122
rhodobacter_sphaeroides,SRR072233.1373013,541nt,386,93.35,858252
rhodobacter_sphaeroides,SRR072233.1373033,570nt,343,95.98,1318024
rhodobacter_sphaeroides,SRR072233.1373100,522nt,203,99.51,1258403
rhodobacter_sphaeroides,SRR072233.1373150,568nt,519,96.75,2132
rhodobacter_sphaeroides,SRR072233.1373150,568nt,519,96.75,2134
rhodobacter_sphaeroides,SRR072233.1373150,568nt,519,96.75,35807
rhodobacter_sphaeroides,SRR072233.1373157,880nt,273,93.45,1897687
rhodobacter_sphaeroides,SRR072233.1373169,514nt,448,98.88,226870
rhodobacter_sphaeroides,SRR072233.1373181,568nt,406,98.78,888792
rhodobacter_sphaeroides,SRR072233.1373217,536nt,295,97.66,978811
rhodobacter_sphaeroides,SRR072233.1373317,543nt,372,95.48,2504923
rhodobacter_sphaeroides,SRR072233.1373349,551nt,447,98.00,79231
rhodobacter_sphaeroides,SRR072233.1373353,507nt,443,97.97,62527
rhodobacter_sphaeroides,SRR072233.1373358,529nt,460,98.92,2064507
rhodobacter_sphaeroides,SRR072233.1373371,531nt,452,98.90,607276
rhodobacter_sphaeroides,SRR072233.1373463,487nt,444,96.64,2192256
rhodobacter_sphaeroides,SRR072233.1373497,506nt,506,99.80,2460024
rhodobacter_sphaeroides,SRR072233.1373517,521nt,344,99.13,3134994
rhodobacter_sphaeroides,SRR072233.1373599,519nt,437,99.31,82210
rhodobacter_sphaeroides,SRR072233.1373627,566nt,280,96.82,526413
rhodobacter_sphaeroides,SRR072233.1373678,521nt,41,92.86,1345614
rhodobacter_sphaeroides,SRR072233.1373690,518nt,512,99.81,875673
rhodobacter_sphaeroides,SRR072233.1373722,511nt,481,98.55,2660450
rhodobacter_sphaeroides,SRR072233.1373737,538nt,355,99.16,73659
rhodobacter_sphaeroides,SRR072233.1373740,542nt,160,100.00,888989
rhodobacter_sphaeroides,SRR072233.1373780,487nt,444,98.21,755306
rhodobacter_sphaeroides,SRR072233.1373804,475nt,398,98.49,2302192
rhodobacter_sphaeroides,SRR072233.1373815,481nt,481,98.55,2222788
rhodobacter_sphaeroides,SRR072233.1373867,524nt,423,99.76,2986059
rhodobacter_sphaeroides,SRR072233.1373903,501nt,498,97.42,2498895
rhodobacter_sphaeroides,SRR072233.1373942,613nt,114,98.25,1603321
rhodobacter_sphaeroides,SRR072233.1373966,792nt,118,95.80,2121369
rhodobacter_sphaeroides,SRR072233.1373971,565nt,403,98.03,3000169
rhodobacter_sphaeroides,SRR072233.1373988,509nt,316,98.43,2599151
rhodobacter_sphaeroides,SRR072233.1374051,535nt,297,96.63,878682
rhodobacter_sphaeroides,SRR072233.1374075,544nt,441,99.10,316888
rhodobacter_sphaeroides,SRR072233.1374083,528nt,328,99.09,2911241
rhodobacter_sphaeroides,SRR072233.1374109,1087nt,138,100.00,452715
rhodobacter_sphaeroides,SRR072233.1374176,810nt,195,94.90,1701625
rhodobacter_sphaeroides,SRR072233.1374186,554nt,340,99.41,30136
rhodobacter_sphaeroides,SRR072233.1374199,513nt,351,100.00,218276
rhodobacter_sphaeroides,SRR072233.1374201,494nt,484,98.77,2730200
rhodobacter_sphaeroides,SRR072233.1374205,559nt,120,90.08,1217
rhodobacter_sphaeroides,SRR072233.1374205,559nt,120,90.08,1219
rhodobacter_sphaeroides,SRR072233.1374205,559nt,120,90.08,34892
rhodobacter_sphaeroides,SRR072233.1374208,513nt,421,98.81,2540872
rhodobacter_sphaeroides,SRR072233.1374227,507nt,366,96.20,555621
rhodobacter_sphaeroides,SRR072233.1374262,527nt,383,96.36,36166
rhodobacter_sphaeroides,SRR072233.1374276,495nt,495,98.00,1423611
rhodobacter_sphaeroides,SRR072233.1374306,453nt,393,99.24,799001
rhodobacter_sphaeroides,SRR072233.1374369,563nt,73,91.78,271
rhodobacter_sphaeroides,SRR072233.1374503,512nt,478,99.79,2050126
rhodobacter_sphaeroides,SRR072233.1374554,535nt,40,92.50,2623302
rhodobacter_sphaeroides,SRR072233.1374600,507nt,246,95.20,1416375
rhodobacter_sphaeroides,SRR072233.1374641,525nt,357,98.05,1633045
rhodobacter_sphaeroides,SRR072233.1374642,508nt,508,99.80,176887
rhodobacter_sphaeroides,SRR072233.1374722,521nt,511,91.52,55758
rhodobacter_sphaeroides,SRR072233.1374723,549nt,368,97.83,41699
rhodobacter_sphaeroides,SRR072233.1374770,575nt,238,98.32,856134
rhodobacter_sphaeroides,SRR072233.1374782,539nt,252,99.21,1935953
rhodobacter_sphaeroides,SRR072233.1374789,706nt,157,98.09,81706
rhodobacter_sphaeroides,SRR072233.1374804,752nt,299,99.33,1180355
rhodobacter_sphaeroides,SRR072233.1374851,504nt,375,96.29,500625
rhodobacter_sphaeroides,SRR072233.1374890,701nt,362,98.63,58602
rhodobacter_sphaeroides,SRR072233.1374940,519nt,433,96.36,87721
rhodobacter_sphaeroides,SRR072233.1374983,541nt,252,98.02,633956
rhodobacter_sphaeroides,SRR072233.1375037,548nt,53,92.59,704752
rhodobacter_sphaeroides,SRR072233.1375050,567nt,88,94.38,4001
rhodobacter_sphaeroides,SRR072233.1375050,567nt,88,94.38,4003
rhodobacter_sphaeroides,SRR072233.1375050,567nt,88,94.38,37676
rhodobacter_sphaeroides,SRR072233.1375091,490nt,479,99.17,168017
rhodobacter_sphaeroides,SRR072233.1375125,516nt,495,99.20,32240
rhodobacter_sphaeroides,SRR072233.1375126,630nt,244,97.96,1332489
rhodobacter_sphaeroides,SRR072233.1375138,507nt,242,100.00,2825347
rhodobacter_sphaeroides,SRR072233.1375145,475nt,409,99.03,82419
rhodobacter_sphaeroides,SRR072233.1375162,543nt,251,98.41,2727788
rhodobacter_sphaeroides,SRR072233.1375179,848nt,416,96.66,32504
rhodobacter_sphaeroides,SRR072233.1375198,525nt,481,97.73,2490679
rhodobacter_sphaeroides,SRR072233.1375212,523nt,300,98.67,964745
rhodobacter_sphaeroides,SRR072233.1375224,509nt,506,99.21,2133703
rhodobacter_sphaeroides,SRR072233.1375232,478nt,335,98.21,601467
rhodobacter_sphaeroides,SRR072233.1375239,460nt,314,95.27,67396
rhodobacter_sphaeroides,SRR072233.1375248,497nt,445,99.33,2745805
rhodobacter_sphaeroides,SRR072233.1375301,521nt,333,99.40,3004267
rhodobacter_sphaeroides,SRR072233.1375314,555nt,354,96.07,1934388
rhodobacter_sphaeroides,SRR072233.1375316,503nt,413,99.03,239897
rhodobacter_sphaeroides,SRR072233.1375349,510nt,510,91.33,23878
rhodobacter_sphaeroides,SRR072233.1375377,595nt,147,96.62,922501
rhodobacter_sphaeroides,SRR072233.1375444,525nt,234,97.87,403565
rhodobacter_sphaeroides,SRR072233.1375459,559nt,343,93.62,649318
rhodobacter_sphaeroides,SRR072233.1375471,508nt,252,98.04,12122
rhodobacter_sphaeroides,SRR072233.1375487,486nt,404,99.01,1026852
rhodobacter_sphaeroides,SRR072233.1375522,529nt,306,99.02,398255
rhodobacter_sphaeroides,SRR072233.1375548,500nt,296,98.99,2908820
rhodobacter_sphaeroides,SRR072233.1375583,533nt,417,98.34,1404805
rhodobacter_sphaeroides,SRR072233.1375588,627nt,438,99.09,2022719
rhodobacter_sphaeroides,SRR072233.1375608,389nt,326,97.87,2482392
rhodobacter_sphaeroides,SRR072233.1375674,529nt,514,99.03,627903
rhodobacter_sphaeroides,SRR072233.1375688,541nt,64,90.62,1386418
rhodobacter_sphaeroides,SRR072233.1375730,491nt,452,99.78,1760
rhodobacter_sphaeroides,SRR072233.1375731,521nt,454,94.98,1352960
rhodobacter_sphaeroides,SRR072233.1375745,540nt,160,96.30,3052396
rhodobacter_sphaeroides,SRR072233.1375748,503nt,395,99.49,35405
rhodobacter_sphaeroides,SRR072233.1375764,528nt,51,92.16,1086986
rhodobacter_sphaeroides,SRR072233.1375793,521nt,51,90.20,841191
rhodobacter_sphaeroides,SRR072233.1375815,502nt,363,97.55,2780966
rhodobacter_sphaeroides,SRR072233.1375836,515nt,472,99.58,73228
rhodobacter_sphaeroides,SRR072233.1375845,521nt,445,95.96,338930
rhodobacter_sphaeroides,SRR072233.1375869,496nt,301,99.00,2139307
rhodobacter_sphaeroides,SRR072233.1375872,574nt,46,91.30,124976
rhodobacter_sphaeroides,SRR072233.1375872,574nt,43,97.67,2974817
rhodobacter_sphaeroides,SRR072233.1375891,535nt,390,94.94,882858
rhodobacter_sphaeroides,SRR072233.1375933,537nt,405,93.90,285023
rhodobacter_sphaeroides,SRR072233.1375960,1129nt,79,96.20,60627
rhodobacter_sphaeroides,SRR072233.1375964,645nt,87,100.00,782072
rhodobacter_sphaeroides,SRR072233.1375987,505nt,414,94.26,2529789
rhodobacter_sphaeroides,SRR072233.1376053,588nt,225,97.33,3162379
rhodobacter_sphaeroides,SRR072233.1376061,528nt,352,96.05,485138
rhodobacter_sphaeroides,SRR072233.1376072,513nt,43,90.70,723464
rhodobacter_sphaeroides,SRR072233.1376140,543nt,523,93.37,1361404
rhodobacter_sphaeroides,SRR072233.1376152,516nt,425,98.36,591829
rhodobacter_sphaeroides,SRR072233.1376157,541nt,242,99.17,1053785
rhodobacter_sphaeroides,SRR072233.1376200,524nt,499,95.99,56375
rhodobacter_sphaeroides,SRR072233.1376247,538nt,228,99.56,2103573
rhodobacter_sphaeroides,SRR072233.1376257,514nt,371,95.47,67970
rhodobacter_sphaeroides,SRR072233.1376276,934nt,238,95.42,42077
rhodobacter_sphaeroides,SRR072233.1376276,934nt,225,93.83,77180
rhodobacter_sphaeroides,SRR072233.1376285,505nt,218,95.43,307807
rhodobacter_sphaeroides,SRR072233.1376295,557nt,58,93.10,390728
rhodobacter_sphaeroides,SRR072233.1376299,496nt,399,96.53,1853030
rhodobacter_sphaeroides,SRR072233.1376312,558nt,414,98.80,548732
rhodobacter_sphaeroides,SRR072233.1376318,547nt,228,99.56,315812
rhodobacter_sphaeroides,SRR072233.1376341,532nt,399,99.25,2124315
rhodobacter_sphaeroides,SRR072233.1376358,520nt,463,97.84,73409
rhodobacter_sphaeroides,SRR072233.1376379,503nt,214,98.60,795175
rhodobacter_sphaeroides,SRR072233.1376404,527nt,304,99.35,458292
rhodobacter_sphaeroides,SRR072233.1376414,490nt,43,90.70,384707
rhodobacter_sphaeroides,SRR072233.1376419,553nt,537,98.70,1361443
rhodobacter_sphaeroides,SRR072233.1376473,499nt,435,98.16,1897544
rhodobacter_sphaeroides,SRR072233.1376503,507nt,498,98.01,2527687
rhodobacter_sphaeroides,SRR072233.1376531,492nt,54,92.59,314867
rhodobacter_sphaeroides,SRR072233.1376590,530nt,428,97.68,172836
rhodobacter_sphaeroides,SRR072233.1376609,502nt,87,93.10,116336
rhodobacter_sphaeroides,SRR072233.1376667,497nt,433,99.08,1931312
rhodobacter_sphaeroides,SRR072233.1376667,497nt,109,95.41,1920623
rhodobacter_sphaeroides,SRR072233.1376679,554nt,114,91.23,1224
rhodobacter_sphaeroides,SRR072233.1376679,554nt,114,91.23,1226
rhodobacter_sphaeroides,SRR072233.1376679,554nt,114,91.23,34899
rhodobacter_sphaeroides,SRR072233.1376765,564nt,248,98.39,965937
rhodobacter_sphaeroides,SRR072233.1376815,575nt,287,98.97,50347
rhodobacter_sphaeroides,SRR072233.1376829,619nt,356,98.88,3027072
rhodobacter_sphaeroides,SRR072233.1376874,486nt,483,99.59,371960
rhodobacter_sphaeroides,SRR072233.1376874,486nt,483,99.59,35855
rhodobacter_sphaeroides,SRR072233.1376874,486nt,483,97.32,287
rhodobacter_sphaeroides,SRR072233.1376874,486nt,58,91.67,100664
rhodobacter_sphaeroides,SRR072233.1376874,486nt,483,99.59,699
rhodobacter_sphaeroides,SRR072233.1376874,486nt,483,98.97,1435994
rhodobacter_sphaeroides,SRR072233.1376888,569nt,76,90.79,1810
rhodobacter_sphaeroides,SRR072233.1376888,569nt,76,90.79,1812
rhodobacter_sphaeroides,SRR072233.1376888,569nt,76,90.79,35485
rhodobacter_sphaeroides,SRR072233.1376888,569nt,61,90.16,704752
rhodobacter_sphaeroides,SRR072233.1376904,505nt,380,98.43,27320
rhodobacter_sphaeroides,SRR072233.1376907,525nt,407,99.02,61665
rhodobacter_sphaeroides,SRR072233.1376932,615nt,453,95.39,75477
rhodobacter_sphaeroides,SRR072233.1376934,512nt,102,91.26,706549
rhodobacter_sphaeroides,SRR072233.1376934,512nt,463,93.55,673950
rhodobacter_sphaeroides,SRR072233.1376934,512nt,85,94.12,253686
rhodobacter_sphaeroides,SRR072233.1376987,488nt,374,99.73,2223050
rhodobacter_sphaeroides,SRR072233.1377016,498nt,183,97.81,90285
rhodobacter_sphaeroides,SRR072233.1377032,523nt,313,98.08,2802321
rhodobacter_sphaeroides,SRR072233.1377038,536nt,356,98.89,3005450
rhodobacter_sphaeroides,SRR072233.1377056,756nt,205,98.54,40420
rhodobacter_sphaeroides,SRR072233.1377056,756nt,205,94.63,75512
rhodobacter_sphaeroides,SRR072233.1377059,495nt,302,99.34,170251
rhodobacter_sphaeroides,SRR072233.1377062,489nt,229,94.42,1811118
rhodobacter_sphaeroides,SRR072233.1377119,596nt,195,97.96,1453035
rhodobacter_sphaeroides,SRR072233.1377130,438nt,354,99.44,30673
rhodobacter_sphaeroides,SRR072233.1377138,504nt,50,94.00,300116
rhodobacter_sphaeroides,SRR072233.1377138,504nt,51,90.20,323774
rhodobacter_sphaeroides,SRR072233.1377177,754nt,212,98.58,53664
rhodobacter_sphaeroides,SRR072233.1377180,513nt,346,99.71,2620852
rhodobacter_sphaeroides,SRR072233.1377181,493nt,460,98.06,2644040
rhodobacter_sphaeroides,SRR072233.1377214,510nt,358,98.06,846618
rhodobacter_sphaeroides,SRR072233.1377225,522nt,67,94.03,808374
rhodobacter_sphaeroides,SRR072233.1377226,547nt,279,98.92,586750
rhodobacter_sphaeroides,SRR072233.1377228,534nt,328,98.48,1562922
rhodobacter_sphaeroides,SRR072233.1377239,513nt,323,99.38,3149077
rhodobacter_sphaeroides,SRR072233.1377249,519nt,65,98.46,412354
rhodobacter_sphaeroides,SRR072233.1377259,511nt,480,99.79,992430
rhodobacter_sphaeroides,SRR072233.1377295,1204nt,336,99.40,1398993
rhodobacter_sphaeroides,SRR072233.1377308,523nt,501,99.60,1859635
rhodobacter_sphaeroides,SRR072233.1377314,532nt,531,99.25,68656
rhodobacter_sphaeroides,SRR072233.1377322,518nt,348,98.86,342435
rhodobacter_sphaeroides,SRR072233.1377327,497nt,56,91.07,1270601
rhodobacter_sphaeroides,SRR072233.1377329,515nt,179,98.88,1645090
rhodobacter_sphaeroides,SRR072233.1377330,538nt,220,98.21,98079
rhodobacter_sphaeroides,SRR072233.1377347,1095nt,207,97.13,97688
rhodobacter_sphaeroides,SRR072233.1377381,538nt,475,99.58,1448
rhodobacter_sphaeroides,SRR072233.1377381,538nt,58,100.00,1436746
rhodobacter_sphaeroides,SRR072233.1377381,538nt,88,95.45,35500
rhodobacter_sphaeroides,SRR072233.1377381,538nt,88,95.45,100295
rhodobacter_sphaeroides,SRR072233.1377381,538nt,58,100.00,371635
rhodobacter_sphaeroides,SRR072233.1377464,2041nt,50,100.00,975674
rhodobacter_sphaeroides,SRR072233.1377541,487nt,435,99.08,539811
rhodobacter_sphaeroides,SRR072233.1377560,536nt,298,98.01,2077317
rhodobacter_sphaeroides,SRR072233.1377571,538nt,352,99.43,2188193
rhodobacter_sphaeroides,SRR072233.1377593,485nt,485,98.16,814939
rhodobacter_sphaeroides,SRR072233.1377620,551nt,88,100.00,499631
rhodobacter_sphaeroides,SRR072233.1377631,560nt,322,93.19,1836927
rhodobacter_sphaeroides,SRR072233.1377650,481nt,429,98.14,384586
rhodobacter_sphaeroides,SRR072233.1377659,525nt,235,92.89,413038
rhodobacter_sphaeroides,SRR072233.1377705,537nt,407,99.26,2866133
rhodobacter_sphaeroides,SRR072233.1377713,549nt,48,93.75,2370651
rhodobacter_sphaeroides,SRR072233.1377746,540nt,215,96.77,587370
rhodobacter_sphaeroides,SRR072233.1377806,501nt,497,98.60,68006
rhodobacter_sphaeroides,SRR072233.1377826,560nt,472,97.69,84963
rhodobacter_sphaeroides,SRR072233.1377836,681nt,184,97.30,1538478
rhodobacter_sphaeroides,SRR072233.1377852,951nt,183,96.77,15320
rhodobacter_sphaeroides,SRR072233.1377897,532nt,291,93.81,626323
rhodobacter_sphaeroides,SRR072233.1377898,541nt,256,91.09,848015
rhodobacter_sphaeroides,SRR072233.1377928,509nt,478,99.79,2164059
rhodobacter_sphaeroides,SRR072233.1377965,516nt,454,98.90,1306022
rhodobacter_sphaeroides,SRR072233.1377968,497nt,205,98.54,807092
rhodobacter_sphaeroides,SRR072233.1377971,583nt,364,99.18,927766
rhodobacter_sphaeroides,SRR072233.1377975,510nt,509,99.02,2820452
rhodobacter_sphaeroides,SRR072233.1377979,502nt,227,98.68,2342825
rhodobacter_sphaeroides,SRR072233.1377999,475nt,232,98.28,176490
